filename,label,prediction
/kaggle/input/vehicle-damage-identification/test/dent/3230.jpg,dent,"{'Filename': '/kaggle/input/vehicle-damage-identification/test/dent/3230.jpg', 'crack': 1.315772e-07, 'dent': 0.9984407, 'glass shatter': 2.919866e-13, 'lamp broken': 3.1734773e-09, 'scratch': 0.0015591905, 'tire flat': 6.6683187e-10}"
/kaggle/input/vehicle-damage-identification/test/dent/1652.jpg,dent,"{'Filename': '/kaggle/input/vehicle-damage-identification/test/dent/1652.jpg', 'crack': 8.1114393e-07, 'dent': 0.9981744, 'glass shatter': 0.00024671404, 'lamp broken': 0.0014617665, 'scratch': 0.00011623279, 'tire flat': 2.4482697e-12}"
/kaggle/input/vehicle-damage-identification/test/dent/5977.jpg,dent,"{'Filename': '/kaggle/input/vehicle-damage-identification/test/dent/5977.jpg', 'crack': 8.2121e-08, 'dent': 0.52150154, 'glass shatter': 7.549344e-07, 'lamp broken': 0.46414822, 'scratch': 0.014349398, 'tire flat': 3.1205513e-08}"
/kaggle/input/vehicle-damage-identification/test/dent/3914.jpg,dent,"{'Filename': '/kaggle/input/vehicle-damage-identification/test/dent/3914.jpg', 'crack': 2.7569575e-11, 'dent': 0.9999999, 'glass shatter': 1.253915e-11, 'lamp broken': 4.3705942e-08, 'scratch': 1.3572442e-07, 'tire flat': 6.851839e-14}"
/kaggle/input/vehicle-damage-identification/test/dent/5802.jpg,dent,"{'Filename': '/kaggle/input/vehicle-damage-identification/test/dent/5802.jpg', 'crack': 3.5608227e-06, 'dent': 0.92960525, 'glass shatter': 0.00044497513, 'lamp broken': 1.7707686e-08, 'scratch': 0.06994629, 'tire flat': 3.0510936e-08}"
/kaggle/input/vehicle-damage-identification/test/dent/6467.jpg,dent,"{'Filename': '/kaggle/input/vehicle-damage-identification/test/dent/6467.jpg', 'crack': 4.182293e-08, 'dent': 0.9999994, 'glass shatter': 3.9982536e-12, 'lamp broken': 5.006927e-07, 'scratch': 8.845492e-08, 'tire flat': 2.9266678e-09}"
/kaggle/input/vehicle-damage-identification/test/dent/647.jpg,dent,"{'Filename': '/kaggle/input/vehicle-damage-identification/test/dent/647.jpg', 'crack': 8.7437154e-05, 'dent': 0.9756554, 'glass shatter': 2.4888152e-08, 'lamp broken': 2.3723585e-08, 'scratch': 0.02328506, 'tire flat': 0.00097206567}"
/kaggle/input/vehicle-damage-identification/test/dent/5255.jpg,dent,"{'Filename': '/kaggle/input/vehicle-damage-identification/test/dent/5255.jpg', 'crack': 1.6571446e-06, 'dent': 0.9851959, 'glass shatter': 1.7130855e-08, 'lamp broken': 0.010980574, 'scratch': 0.0038218645, 'tire flat': 3.7605736e-09}"
/kaggle/input/vehicle-damage-identification/test/dent/3988.jpg,dent,"{'Filename': '/kaggle/input/vehicle-damage-identification/test/dent/3988.jpg', 'crack': 5.802964e-07, 'dent': 0.99999917, 'glass shatter': 8.386849e-10, 'lamp broken': 1.9346018e-08, 'scratch': 1.9565059e-07, 'tire flat': 5.1946685e-13}"
/kaggle/input/vehicle-damage-identification/test/dent/7158.jpg,dent,"{'Filename': '/kaggle/input/vehicle-damage-identification/test/dent/7158.jpg', 'crack': 6.83001e-07, 'dent': 0.99999356, 'glass shatter': 2.0203503e-08, 'lamp broken': 2.4413514e-13, 'scratch': 5.7633574e-06, 'tire flat': 2.6076084e-13}"
/kaggle/input/vehicle-damage-identification/test/dent/5162.jpg,dent,"{'Filename': '/kaggle/input/vehicle-damage-identification/test/dent/5162.jpg', 'crack': 1.1049708e-05, 'dent': 0.74760264, 'glass shatter': 1.5083502e-08, 'lamp broken': 4.3933355e-09, 'scratch': 0.25238627, 'tire flat': 1.9973155e-10}"
/kaggle/input/vehicle-damage-identification/test/dent/7011.jpg,dent,"{'Filename': '/kaggle/input/vehicle-damage-identification/test/dent/7011.jpg', 'crack': 4.0302606e-10, 'dent': 0.99997246, 'glass shatter': 1.3745429e-09, 'lamp broken': 3.413388e-09, 'scratch': 2.737879e-05, 'tire flat': 8.884329e-08}"
/kaggle/input/vehicle-damage-identification/test/dent/1323.jpg,dent,"{'Filename': '/kaggle/input/vehicle-damage-identification/test/dent/1323.jpg', 'crack': 6.663829e-11, 'dent': 1.0, 'glass shatter': 1.7193063e-09, 'lamp broken': 1.6656516e-10, 'scratch': 2.7280771e-08, 'tire flat': 5.6228387e-16}"
/kaggle/input/vehicle-damage-identification/test/dent/4377.jpg,dent,"{'Filename': '/kaggle/input/vehicle-damage-identification/test/dent/4377.jpg', 'crack': 1.0001335e-08, 'dent': 0.9998591, 'glass shatter': 3.6537637e-07, 'lamp broken': 1.9807527e-05, 'scratch': 7.7074924e-07, 'tire flat': 0.000120031946}"
/kaggle/input/vehicle-damage-identification/test/dent/7107.jpg,dent,"{'Filename': '/kaggle/input/vehicle-damage-identification/test/dent/7107.jpg', 'crack': 7.2647706e-09, 'dent': 0.99984884, 'glass shatter': 0.000104046274, 'lamp broken': 4.3358174e-05, 'scratch': 1.115049e-06, 'tire flat': 2.6558455e-06}"
/kaggle/input/vehicle-damage-identification/test/dent/4998.jpg,dent,"{'Filename': '/kaggle/input/vehicle-damage-identification/test/dent/4998.jpg', 'crack': 2.6919266e-05, 'dent': 0.8460316, 'glass shatter': 1.4672828e-07, 'lamp broken': 0.13032009, 'scratch': 0.023621252, 'tire flat': 6.082544e-08}"
/kaggle/input/vehicle-damage-identification/test/dent/6429.jpg,dent,"{'Filename': '/kaggle/input/vehicle-damage-identification/test/dent/6429.jpg', 'crack': 6.2709775e-11, 'dent': 0.9998611, 'glass shatter': 1.5415698e-10, 'lamp broken': 3.0106364e-09, 'scratch': 0.00013888422, 'tire flat': 9.275106e-10}"
/kaggle/input/vehicle-damage-identification/test/dent/6318.jpg,dent,"{'Filename': '/kaggle/input/vehicle-damage-identification/test/dent/6318.jpg', 'crack': 1.3966746e-11, 'dent': 0.9974179, 'glass shatter': 1.1439677e-09, 'lamp broken': 0.002581833, 'scratch': 2.7727762e-07, 'tire flat': 1.425979e-09}"
/kaggle/input/vehicle-damage-identification/test/dent/2769.jpg,dent,"{'Filename': '/kaggle/input/vehicle-damage-identification/test/dent/2769.jpg', 'crack': 8.841565e-06, 'dent': 0.9997824, 'glass shatter': 8.9894997e-13, 'lamp broken': 4.5508632e-09, 'scratch': 0.00020879661, 'tire flat': 1.5747601e-12}"
/kaggle/input/vehicle-damage-identification/test/dent/1903.jpg,dent,"{'Filename': '/kaggle/input/vehicle-damage-identification/test/dent/1903.jpg', 'crack': 1.0279676e-10, 'dent': 0.9997911, 'glass shatter': 3.040217e-13, 'lamp broken': 8.832514e-10, 'scratch': 0.00020893548, 'tire flat': 2.9912224e-13}"
/kaggle/input/vehicle-damage-identification/test/dent/1979.jpg,dent,"{'Filename': '/kaggle/input/vehicle-damage-identification/test/dent/1979.jpg', 'crack': 3.1763923e-06, 'dent': 0.9997223, 'glass shatter': 8.89583e-06, 'lamp broken': 0.00018503294, 'scratch': 8.006324e-05, 'tire flat': 3.524444e-07}"
/kaggle/input/vehicle-damage-identification/test/dent/5922.jpg,dent,"{'Filename': '/kaggle/input/vehicle-damage-identification/test/dent/5922.jpg', 'crack': 1.0138105e-11, 'dent': 0.9999963, 'glass shatter': 1.8237014e-06, 'lamp broken': 1.821901e-11, 'scratch': 1.9625372e-06, 'tire flat': 2.223627e-14}"
/kaggle/input/vehicle-damage-identification/test/tire flat/6241.jpg,tire flat,"{'Filename': '/kaggle/input/vehicle-damage-identification/test/tire flat/6241.jpg', 'crack': 6.4000742e-09, 'dent': 2.8884724e-09, 'glass shatter': 1.1977307e-10, 'lamp broken': 4.2700152e-10, 'scratch': 1.3613472e-06, 'tire flat': 0.99999857}"
/kaggle/input/vehicle-damage-identification/test/tire flat/792.jpg,tire flat,"{'Filename': '/kaggle/input/vehicle-damage-identification/test/tire flat/792.jpg', 'crack': 6.613478e-10, 'dent': 8.978042e-09, 'glass shatter': 5.422777e-10, 'lamp broken': 2.2079745e-13, 'scratch': 1.560819e-06, 'tire flat': 0.99999845}"
/kaggle/input/vehicle-damage-identification/test/tire flat/3562.jpg,tire flat,"{'Filename': '/kaggle/input/vehicle-damage-identification/test/tire flat/3562.jpg', 'crack': 6.20892e-11, 'dent': 9.929366e-10, 'glass shatter': 2.5448776e-14, 'lamp broken': 7.04129e-12, 'scratch': 5.291396e-08, 'tire flat': 1.0}"
/kaggle/input/vehicle-damage-identification/test/tire flat/2552.jpg,tire flat,"{'Filename': '/kaggle/input/vehicle-damage-identification/test/tire flat/2552.jpg', 'crack': 1.1854384e-08, 'dent': 9.509146e-09, 'glass shatter': 4.033215e-06, 'lamp broken': 6.3994014e-13, 'scratch': 0.005376911, 'tire flat': 0.994619}"
/kaggle/input/vehicle-damage-identification/test/tire flat/732.jpg,tire flat,"{'Filename': '/kaggle/input/vehicle-damage-identification/test/tire flat/732.jpg', 'crack': 4.8402057e-11, 'dent': 1.1497786e-08, 'glass shatter': 1.2388977e-10, 'lamp broken': 2.4954719e-11, 'scratch': 6.323608e-06, 'tire flat': 0.9999937}"
/kaggle/input/vehicle-damage-identification/test/tire flat/5600.jpg,tire flat,"{'Filename': '/kaggle/input/vehicle-damage-identification/test/tire flat/5600.jpg', 'crack': 3.2493075e-09, 'dent': 0.00035247637, 'glass shatter': 1.8271517e-09, 'lamp broken': 2.5701487e-13, 'scratch': 1.5935813e-06, 'tire flat': 0.99964595}"
/kaggle/input/vehicle-damage-identification/test/tire flat/4189.jpg,tire flat,"{'Filename': '/kaggle/input/vehicle-damage-identification/test/tire flat/4189.jpg', 'crack': 6.363485e-09, 'dent': 1.0405614e-05, 'glass shatter': 7.543554e-11, 'lamp broken': 4.4129186e-10, 'scratch': 2.5362044e-05, 'tire flat': 0.99996424}"
/kaggle/input/vehicle-damage-identification/test/tire flat/6814.jpg,tire flat,"{'Filename': '/kaggle/input/vehicle-damage-identification/test/tire flat/6814.jpg', 'crack': 1.4409314e-08, 'dent': 4.4182366e-06, 'glass shatter': 1.0493326e-09, 'lamp broken': 2.0426219e-10, 'scratch': 9.645997e-05, 'tire flat': 0.99989915}"
/kaggle/input/vehicle-damage-identification/test/tire flat/4620.jpg,tire flat,"{'Filename': '/kaggle/input/vehicle-damage-identification/test/tire flat/4620.jpg', 'crack': 9.824561e-15, 'dent': 1.0283457e-09, 'glass shatter': 1.0742773e-14, 'lamp broken': 2.9459306e-16, 'scratch': 1.6678396e-09, 'tire flat': 1.0}"
/kaggle/input/vehicle-damage-identification/test/tire flat/4416.jpg,tire flat,"{'Filename': '/kaggle/input/vehicle-damage-identification/test/tire flat/4416.jpg', 'crack': 3.403992e-15, 'dent': 6.147865e-15, 'glass shatter': 1.313469e-13, 'lamp broken': 7.370135e-16, 'scratch': 9.542081e-13, 'tire flat': 1.0}"
/kaggle/input/vehicle-damage-identification/test/tire flat/1778.jpg,tire flat,"{'Filename': '/kaggle/input/vehicle-damage-identification/test/tire flat/1778.jpg', 'crack': 7.2025332e-09, 'dent': 4.6620394e-06, 'glass shatter': 2.4127128e-12, 'lamp broken': 1.015762e-09, 'scratch': 3.5766836e-05, 'tire flat': 0.9999596}"
/kaggle/input/vehicle-damage-identification/test/tire flat/1575.jpg,tire flat,"{'Filename': '/kaggle/input/vehicle-damage-identification/test/tire flat/1575.jpg', 'crack': 1.2493593e-09, 'dent': 0.0024547304, 'glass shatter': 1.4392714e-09, 'lamp broken': 2.9981632e-11, 'scratch': 6.5186947e-07, 'tire flat': 0.9975446}"
/kaggle/input/vehicle-damage-identification/test/tire flat/6332.jpg,tire flat,"{'Filename': '/kaggle/input/vehicle-damage-identification/test/tire flat/6332.jpg', 'crack': 7.0573333e-15, 'dent': 1.5877668e-14, 'glass shatter': 6.783968e-15, 'lamp broken': 5.271379e-16, 'scratch': 1.0630615e-12, 'tire flat': 1.0}"
/kaggle/input/vehicle-damage-identification/test/tire flat/271.jpg,tire flat,"{'Filename': '/kaggle/input/vehicle-damage-identification/test/tire flat/271.jpg', 'crack': 3.5409314e-10, 'dent': 5.784598e-07, 'glass shatter': 1.9080365e-07, 'lamp broken': 1.1148068e-07, 'scratch': 4.7648673e-06, 'tire flat': 0.9999944}"
/kaggle/input/vehicle-damage-identification/test/tire flat/2944.jpg,tire flat,"{'Filename': '/kaggle/input/vehicle-damage-identification/test/tire flat/2944.jpg', 'crack': 7.777689e-08, 'dent': 7.298377e-10, 'glass shatter': 1.7738795e-08, 'lamp broken': 1.0133451e-05, 'scratch': 2.2628832e-05, 'tire flat': 0.9999671}"
/kaggle/input/vehicle-damage-identification/test/tire flat/1078.jpg,tire flat,"{'Filename': '/kaggle/input/vehicle-damage-identification/test/tire flat/1078.jpg', 'crack': 9.640577e-09, 'dent': 2.4882246e-08, 'glass shatter': 5.309101e-07, 'lamp broken': 4.130061e-13, 'scratch': 0.00016907533, 'tire flat': 0.99983037}"
/kaggle/input/vehicle-damage-identification/test/tire flat/924.jpg,tire flat,"{'Filename': '/kaggle/input/vehicle-damage-identification/test/tire flat/924.jpg', 'crack': 2.8911512e-10, 'dent': 4.7288884e-09, 'glass shatter': 1.2181625e-10, 'lamp broken': 1.4077331e-08, 'scratch': 9.546188e-07, 'tire flat': 0.99999905}"
/kaggle/input/vehicle-damage-identification/test/tire flat/1584.jpg,tire flat,"{'Filename': '/kaggle/input/vehicle-damage-identification/test/tire flat/1584.jpg', 'crack': 1.1464883e-11, 'dent': 8.364666e-10, 'glass shatter': 1.738072e-11, 'lamp broken': 1.0097962e-11, 'scratch': 3.2417172e-12, 'tire flat': 1.0}"
/kaggle/input/vehicle-damage-identification/test/tire flat/5123.jpg,tire flat,"{'Filename': '/kaggle/input/vehicle-damage-identification/test/tire flat/5123.jpg', 'crack': 1.2182733e-13, 'dent': 6.9672084e-13, 'glass shatter': 1.868149e-12, 'lamp broken': 1.6913985e-13, 'scratch': 3.9316916e-08, 'tire flat': 1.0}"
/kaggle/input/vehicle-damage-identification/test/tire flat/188.jpg,tire flat,"{'Filename': '/kaggle/input/vehicle-damage-identification/test/tire flat/188.jpg', 'crack': 1.3514448e-11, 'dent': 4.1236223e-09, 'glass shatter': 3.9773258e-11, 'lamp broken': 1.370072e-11, 'scratch': 2.2231543e-08, 'tire flat': 1.0}"
/kaggle/input/vehicle-damage-identification/test/tire flat/7111.jpg,tire flat,"{'Filename': '/kaggle/input/vehicle-damage-identification/test/tire flat/7111.jpg', 'crack': 3.2378634e-11, 'dent': 3.4593154e-06, 'glass shatter': 1.0799092e-09, 'lamp broken': 8.101311e-15, 'scratch': 2.7961687e-07, 'tire flat': 0.9999963}"
/kaggle/input/vehicle-damage-identification/test/tire flat/6301.jpg,tire flat,"{'Filename': '/kaggle/input/vehicle-damage-identification/test/tire flat/6301.jpg', 'crack': 7.022436e-11, 'dent': 5.262738e-09, 'glass shatter': 1.6381399e-10, 'lamp broken': 3.8451914e-10, 'scratch': 3.7742836e-08, 'tire flat': 1.0}"
/kaggle/input/vehicle-damage-identification/test/tire flat/3404.jpg,tire flat,"{'Filename': '/kaggle/input/vehicle-damage-identification/test/tire flat/3404.jpg', 'crack': 3.1048813e-13, 'dent': 1.7368897e-06, 'glass shatter': 7.052424e-10, 'lamp broken': 2.6697542e-12, 'scratch': 1.5698848e-05, 'tire flat': 0.9999826}"
/kaggle/input/vehicle-damage-identification/test/tire flat/5065.jpg,tire flat,"{'Filename': '/kaggle/input/vehicle-damage-identification/test/tire flat/5065.jpg', 'crack': 1.6753983e-10, 'dent': 1.8573331e-09, 'glass shatter': 5.4185204e-08, 'lamp broken': 9.880778e-13, 'scratch': 7.630997e-08, 'tire flat': 0.9999999}"
/kaggle/input/vehicle-damage-identification/test/tire flat/2612.jpg,tire flat,"{'Filename': '/kaggle/input/vehicle-damage-identification/test/tire flat/2612.jpg', 'crack': 3.314294e-14, 'dent': 1.1243678e-13, 'glass shatter': 5.2157175e-14, 'lamp broken': 3.621584e-14, 'scratch': 6.826566e-12, 'tire flat': 1.0}"
/kaggle/input/vehicle-damage-identification/test/tire flat/6145.jpg,tire flat,"{'Filename': '/kaggle/input/vehicle-damage-identification/test/tire flat/6145.jpg', 'crack': 3.8827514e-11, 'dent': 3.3724282e-07, 'glass shatter': 1.6596388e-07, 'lamp broken': 4.01284e-11, 'scratch': 5.8521086e-06, 'tire flat': 0.9999937}"
/kaggle/input/vehicle-damage-identification/test/tire flat/1767.jpg,tire flat,"{'Filename': '/kaggle/input/vehicle-damage-identification/test/tire flat/1767.jpg', 'crack': 0.008378065, 'dent': 2.2630928e-05, 'glass shatter': 5.8101652e-09, 'lamp broken': 4.9749808e-05, 'scratch': 0.081889294, 'tire flat': 0.9096603}"
/kaggle/input/vehicle-damage-identification/test/tire flat/1324.jpg,tire flat,"{'Filename': '/kaggle/input/vehicle-damage-identification/test/tire flat/1324.jpg', 'crack': 3.4131972e-10, 'dent': 1.1676052e-06, 'glass shatter': 2.6657827e-09, 'lamp broken': 3.3078925e-11, 'scratch': 5.4972657e-05, 'tire flat': 0.99994385}"
/kaggle/input/vehicle-damage-identification/test/tire flat/3269.jpg,tire flat,"{'Filename': '/kaggle/input/vehicle-damage-identification/test/tire flat/3269.jpg', 'crack': 1.5645689e-12, 'dent': 1.051847e-09, 'glass shatter': 1.6813628e-13, 'lamp broken': 2.515615e-12, 'scratch': 1.7320342e-07, 'tire flat': 0.9999999}"
/kaggle/input/vehicle-damage-identification/test/tire flat/1523.jpg,tire flat,"{'Filename': '/kaggle/input/vehicle-damage-identification/test/tire flat/1523.jpg', 'crack': 1.5428235e-12, 'dent': 5.1770827e-10, 'glass shatter': 1.4731044e-07, 'lamp broken': 1.2370516e-10, 'scratch': 3.5188773e-08, 'tire flat': 0.99999976}"
/kaggle/input/vehicle-damage-identification/test/tire flat/831.jpg,tire flat,"{'Filename': '/kaggle/input/vehicle-damage-identification/test/tire flat/831.jpg', 'crack': 2.1474185e-11, 'dent': 1.3834045e-05, 'glass shatter': 1.6183487e-08, 'lamp broken': 3.615219e-10, 'scratch': 1.0188713e-07, 'tire flat': 0.99998605}"
/kaggle/input/vehicle-damage-identification/test/tire flat/1547.jpg,tire flat,"{'Filename': '/kaggle/input/vehicle-damage-identification/test/tire flat/1547.jpg', 'crack': 1.3072906e-13, 'dent': 4.07012e-09, 'glass shatter': 4.154783e-13, 'lamp broken': 5.1873683e-12, 'scratch': 1.22685e-09, 'tire flat': 1.0}"
/kaggle/input/vehicle-damage-identification/test/tire flat/2692.jpg,tire flat,"{'Filename': '/kaggle/input/vehicle-damage-identification/test/tire flat/2692.jpg', 'crack': 1.6578449e-09, 'dent': 1.1368527e-06, 'glass shatter': 2.2347613e-10, 'lamp broken': 8.7364074e-11, 'scratch': 5.8595833e-05, 'tire flat': 0.9999403}"
/kaggle/input/vehicle-damage-identification/test/tire flat/3814.jpg,tire flat,"{'Filename': '/kaggle/input/vehicle-damage-identification/test/tire flat/3814.jpg', 'crack': 3.7837523e-13, 'dent': 1.9184468e-15, 'glass shatter': 1.521219e-11, 'lamp broken': 2.4456316e-13, 'scratch': 3.096348e-13, 'tire flat': 1.0}"
/kaggle/input/vehicle-damage-identification/test/tire flat/6995.jpg,tire flat,"{'Filename': '/kaggle/input/vehicle-damage-identification/test/tire flat/6995.jpg', 'crack': 7.756949e-11, 'dent': 1.3589224e-10, 'glass shatter': 2.6652398e-12, 'lamp broken': 1.5077152e-09, 'scratch': 7.194396e-07, 'tire flat': 0.9999993}"
/kaggle/input/vehicle-damage-identification/test/tire flat/2447.jpg,tire flat,"{'Filename': '/kaggle/input/vehicle-damage-identification/test/tire flat/2447.jpg', 'crack': 1.553942e-08, 'dent': 3.209669e-07, 'glass shatter': 2.9538036e-10, 'lamp broken': 9.882791e-09, 'scratch': 0.001981953, 'tire flat': 0.99801767}"
/kaggle/input/vehicle-damage-identification/test/tire flat/424.jpg,tire flat,"{'Filename': '/kaggle/input/vehicle-damage-identification/test/tire flat/424.jpg', 'crack': 1.8040731e-05, 'dent': 1.6703433e-07, 'glass shatter': 2.8285723e-07, 'lamp broken': 5.3031636e-05, 'scratch': 2.6990168e-05, 'tire flat': 0.99990153}"
/kaggle/input/vehicle-damage-identification/test/tire flat/3841.jpg,tire flat,"{'Filename': '/kaggle/input/vehicle-damage-identification/test/tire flat/3841.jpg', 'crack': 9.085168e-08, 'dent': 3.1761472e-05, 'glass shatter': 3.244476e-07, 'lamp broken': 7.638321e-11, 'scratch': 0.00018211643, 'tire flat': 0.9997857}"
/kaggle/input/vehicle-damage-identification/test/tire flat/4881.jpg,tire flat,"{'Filename': '/kaggle/input/vehicle-damage-identification/test/tire flat/4881.jpg', 'crack': 5.2543023e-13, 'dent': 1.020181e-10, 'glass shatter': 1.0191274e-09, 'lamp broken': 1.5334263e-13, 'scratch': 4.243484e-12, 'tire flat': 1.0}"
/kaggle/input/vehicle-damage-identification/test/tire flat/3175.jpg,tire flat,"{'Filename': '/kaggle/input/vehicle-damage-identification/test/tire flat/3175.jpg', 'crack': 1.2433343e-07, 'dent': 0.00018684831, 'glass shatter': 7.965521e-09, 'lamp broken': 7.6516404e-11, 'scratch': 3.7975344e-05, 'tire flat': 0.9997751}"
/kaggle/input/vehicle-damage-identification/test/tire flat/1042.jpg,tire flat,"{'Filename': '/kaggle/input/vehicle-damage-identification/test/tire flat/1042.jpg', 'crack': 4.8399226e-11, 'dent': 7.2557444e-13, 'glass shatter': 1.5115868e-12, 'lamp broken': 4.9595553e-12, 'scratch': 9.391301e-12, 'tire flat': 1.0}"
/kaggle/input/vehicle-damage-identification/test/tire flat/4422.jpg,tire flat,"{'Filename': '/kaggle/input/vehicle-damage-identification/test/tire flat/4422.jpg', 'crack': 1.3218847e-10, 'dent': 3.072022e-09, 'glass shatter': 4.2996365e-10, 'lamp broken': 9.926179e-10, 'scratch': 5.8711004e-07, 'tire flat': 0.9999994}"
/kaggle/input/vehicle-damage-identification/test/tire flat/3867.jpg,tire flat,"{'Filename': '/kaggle/input/vehicle-damage-identification/test/tire flat/3867.jpg', 'crack': 1.604646e-09, 'dent': 0.0022087877, 'glass shatter': 3.8848808e-10, 'lamp broken': 2.4451797e-12, 'scratch': 1.1124879e-05, 'tire flat': 0.99778014}"
/kaggle/input/vehicle-damage-identification/test/tire flat/649.jpg,tire flat,"{'Filename': '/kaggle/input/vehicle-damage-identification/test/tire flat/649.jpg', 'crack': 6.876339e-12, 'dent': 8.047548e-06, 'glass shatter': 2.2443705e-12, 'lamp broken': 7.905119e-14, 'scratch': 5.2461986e-09, 'tire flat': 0.9999919}"
/kaggle/input/vehicle-damage-identification/test/tire flat/2101.jpg,tire flat,"{'Filename': '/kaggle/input/vehicle-damage-identification/test/tire flat/2101.jpg', 'crack': 1.8036016e-12, 'dent': 1.3463622e-08, 'glass shatter': 2.5666845e-11, 'lamp broken': 4.1960393e-14, 'scratch': 1.7805989e-05, 'tire flat': 0.99998224}"
/kaggle/input/vehicle-damage-identification/test/tire flat/2401.jpg,tire flat,"{'Filename': '/kaggle/input/vehicle-damage-identification/test/tire flat/2401.jpg', 'crack': 3.7862467e-11, 'dent': 1.0080538e-09, 'glass shatter': 7.622124e-12, 'lamp broken': 1.6875085e-10, 'scratch': 9.433666e-09, 'tire flat': 1.0}"
/kaggle/input/vehicle-damage-identification/test/tire flat/2621.jpg,tire flat,"{'Filename': '/kaggle/input/vehicle-damage-identification/test/tire flat/2621.jpg', 'crack': 3.1928073e-14, 'dent': 2.5081676e-10, 'glass shatter': 6.669414e-14, 'lamp broken': 6.2122006e-15, 'scratch': 1.9965128e-12, 'tire flat': 1.0}"
/kaggle/input/vehicle-damage-identification/test/tire flat/2796.jpg,tire flat,"{'Filename': '/kaggle/input/vehicle-damage-identification/test/tire flat/2796.jpg', 'crack': 1.2172433e-10, 'dent': 1.0677262e-09, 'glass shatter': 3.4550265e-10, 'lamp broken': 9.673025e-13, 'scratch': 4.862716e-07, 'tire flat': 0.9999995}"
/kaggle/input/vehicle-damage-identification/test/tire flat/2482.jpg,tire flat,"{'Filename': '/kaggle/input/vehicle-damage-identification/test/tire flat/2482.jpg', 'crack': 5.53882e-13, 'dent': 1.4560259e-09, 'glass shatter': 4.806264e-14, 'lamp broken': 1.1149813e-14, 'scratch': 3.6530086e-08, 'tire flat': 1.0}"
/kaggle/input/vehicle-damage-identification/test/tire flat/5769.jpg,tire flat,"{'Filename': '/kaggle/input/vehicle-damage-identification/test/tire flat/5769.jpg', 'crack': 2.8298104e-09, 'dent': 1.9721126e-06, 'glass shatter': 1.09941276e-07, 'lamp broken': 1.4839685e-11, 'scratch': 9.7341894e-05, 'tire flat': 0.9999006}"
/kaggle/input/vehicle-damage-identification/test/tire flat/6443.jpg,tire flat,"{'Filename': '/kaggle/input/vehicle-damage-identification/test/tire flat/6443.jpg', 'crack': 1.7314563e-11, 'dent': 1.2786491e-09, 'glass shatter': 9.1920484e-08, 'lamp broken': 3.2553566e-13, 'scratch': 7.4463514e-07, 'tire flat': 0.99999917}"
/kaggle/input/vehicle-damage-identification/test/tire flat/6609.jpg,tire flat,"{'Filename': '/kaggle/input/vehicle-damage-identification/test/tire flat/6609.jpg', 'crack': 2.1614002e-10, 'dent': 1.0009122e-11, 'glass shatter': 5.1560193e-12, 'lamp broken': 4.5631185e-13, 'scratch': 7.786509e-08, 'tire flat': 0.9999999}"
/kaggle/input/vehicle-damage-identification/test/tire flat/730.jpg,tire flat,"{'Filename': '/kaggle/input/vehicle-damage-identification/test/tire flat/730.jpg', 'crack': 3.2362774e-14, 'dent': 1.851475e-14, 'glass shatter': 4.9131944e-12, 'lamp broken': 8.484568e-14, 'scratch': 1.09090186e-13, 'tire flat': 1.0}"
/kaggle/input/vehicle-damage-identification/test/tire flat/555.jpg,tire flat,"{'Filename': '/kaggle/input/vehicle-damage-identification/test/tire flat/555.jpg', 'crack': 1.6046862e-08, 'dent': 0.06440096, 'glass shatter': 6.0874477e-06, 'lamp broken': 1.5702474e-06, 'scratch': 0.001004211, 'tire flat': 0.9345872}"
/kaggle/input/vehicle-damage-identification/test/tire flat/4312.jpg,tire flat,"{'Filename': '/kaggle/input/vehicle-damage-identification/test/tire flat/4312.jpg', 'crack': 3.7523045e-12, 'dent': 2.390958e-12, 'glass shatter': 3.7287164e-09, 'lamp broken': 8.775635e-09, 'scratch': 3.073325e-09, 'tire flat': 1.0}"
/kaggle/input/vehicle-damage-identification/test/tire flat/1932.jpg,tire flat,"{'Filename': '/kaggle/input/vehicle-damage-identification/test/tire flat/1932.jpg', 'crack': 1.1820843e-09, 'dent': 1.489797e-05, 'glass shatter': 7.378825e-09, 'lamp broken': 9.661113e-10, 'scratch': 0.00095940166, 'tire flat': 0.9990257}"
/kaggle/input/vehicle-damage-identification/test/tire flat/3643.jpg,tire flat,"{'Filename': '/kaggle/input/vehicle-damage-identification/test/tire flat/3643.jpg', 'crack': 8.2041025e-13, 'dent': 9.708518e-13, 'glass shatter': 3.2182176e-10, 'lamp broken': 6.7421226e-15, 'scratch': 5.8693904e-11, 'tire flat': 1.0}"
/kaggle/input/vehicle-damage-identification/test/tire flat/3775.jpg,tire flat,"{'Filename': '/kaggle/input/vehicle-damage-identification/test/tire flat/3775.jpg', 'crack': 2.448027e-08, 'dent': 0.0004910647, 'glass shatter': 4.8740478e-12, 'lamp broken': 2.2924717e-06, 'scratch': 0.00021410534, 'tire flat': 0.9992925}"
/kaggle/input/vehicle-damage-identification/test/tire flat/4883.jpg,tire flat,"{'Filename': '/kaggle/input/vehicle-damage-identification/test/tire flat/4883.jpg', 'crack': 8.772639e-09, 'dent': 1.0663377e-07, 'glass shatter': 3.3885294e-11, 'lamp broken': 1.912138e-11, 'scratch': 6.242975e-08, 'tire flat': 0.9999999}"
